
"intermittent haematuria"	HP:0000790
splenomegaly	HP:0001744
Decreased platelets	HP:0001873
leucopenia	HP:0001882
autoimmune haemolytic anaemia"	HP:0001890
Iron deficiency	HP:0001891
anemia	HP:0001903
"elevated reticulocyte count”	HP:0001923
Fever	HP:0001945
“Paroxysmal Nocturnal Hemoglobinuria (PNH)"	HP:0004818
Tiredness	HP:0012378
"positive for haemosiderin in urine"	HP:0012543
elevated serum lactate dehydrogenase	HP:0025435
"hypercellular marrow 	HP:0031020
"partial deficiency of CD59 antigen”	HP:0031555
Scleral icterus	HP:0032106
"dark coloured urine"	HP:0040319
"steroid facies"	HP:0500011

32	
A 54-year-old woman followed up with GD since 1998 was referred to the outpatient clinic with symptoms of limping, low back and the right hip joint pain. She had been visited the doctor in another clinic 6 months ago with similar symptoms. At this visit, a right-hip fracture was detected and operation was planned for the fracture. But she did not accept to undergo any operation. In her history, she had applied to hospital with epistaxis and abdominal pain. Because she had massive splenomegaly, bone marrow biopsy had been performed and Gaucher cells had been showed. Than molecular genetic evaluation had determined N370S mutation and finally the patient had been diagnosed with type 1 GD in 1998 but she had not take any treatment since that time. She had attacks of quick bruising and occasional epistaxis during this time. She had two brothers with GD. She went to the previous clinic because of increased symptoms. Surgery was planned again, but she could not be operated due to low blood values. Then she was referred to our hospital. The results of the laboratory tests were leucocytes 3000/mm3, haemoglobin 9.6 g/dL and platelets 26 000/mm3. Folat 7.67 ng/mL, vitamin B12 1044 pg/mL, Ferritin 377 ng/mL. Erythrocyte sedimentation rate of, C reactive protein, liver enzyme levels and tests those show the normal kidney function tests. Biochemical bone markers were calcium 9.6 mg/dL (normal range 8.6–10.2 mg/dL), phosphorus 4.24 mg/dL (normal range 2.3–4.7 mg/dL), alkaline phosphatase 2110 U/I (normal range 35–129 U/I), parathyroid hormone 3396 pg/mL (normal range 9.5–75 pg/mL), 25(OH) vitamin D 19.2 ng/mL (normal range 20–120). Bone mineral densitometry revealed osteoporosis (T-score 3.1). The patient’s X-ray (figure 1) and MRI of the hip (figure 2A,B) demostrated a femoral neck fracture with surrounding areas of avascular necrosis (figures 1 and 2). In the right femur geographic contours of medullary bone infarcts, high signal on T2-weighted and low signal in T1-weighted images could be seen in proksimal femoral head, neck, intertrochanteric region as well as proksimal shaft. There was no bone marrow oedema propably due to the late phase of fracture. The medullary of all bones also revealed abnormal T1-weighted and T2-weighted intermediate signals indicating red bone marrow infiltration. Orthopaedics department suggested surgery for fracture but asked for the correction of the blood values. Although the patient was given two units of erythrocyte suspension and three units of apheresis platelet before the operation, the patient’s platelet counts only reached to 39 000/mm. We talked with the patient and explained the risks of surgery. Surgery was planned after correction of blood values with enzyme (imiglucerase) treatment because she did not admit any operation. She has been visited our internal medicine department for the past 6 months and received the enzyme treatment once in a month. Her number of platelets has reached to 87 000/mm. Control plain film of pelvis revealed partial union of the femur neck fracture after 6 months. Her right hip was no longer aching but she was walking slightly lame.
"epistaxis"	HP:0000421
"osteoporosis (T-score 3.1)"	HP:0000939
"quick bruising"	HP:0000978
lame gait	HP:0001288
"splenomegaly"	HP:0001744
"low platelet count (26,000/mm^3)"	HP:0001873
leucopenia	HP:0001882
"anemia (haemoglobin 9.6 g/dL)"	HP:0001903
Abdominal pain	HP:0002027
High alkaline phosphatase	HP:0003155
"right hip joint pain"	HP:0003365
"low back pain"	HP:0003419
"avascular necrosis of the femoral head and neck"	HP:0010885
"limping"	HP:0031955
"femoral neck fracture"	HP:6000655
"Gaucher cells"	HP:6000893

33	
A 45-year-old man came to our hospital for a routine health examination and had an unexpectedly low HbA1c concentration of 3.9%. The results of fasting blood glucose and glycated albumin were normal. The chromatogram showed no abnormalities, thus excluding interference from hemoglobin variants. The blood routine results indicated a decrease in the number of red blood cells and hemoglobin concentration and an increase in reticulocyte count. Biochemical examination indicated a slight increase in direct bilirubin (Table 1). Mild hemolysis was present in the serum. These results supported the presence of hemolytic anemia in patients. The blood smear result indicated that the patient had an increase in oval-shaped red blood cells with varying cell sizes. Teardrops, fragments, and rod-shaped red blood cells were visible (Figure 1). In addition, the patient’s Coombs test was negative.
"mild hemolysis"	HP:0001878
"increase in reticulocyte count"	HP:0001923
"low HbA1c concentration"	HP:0001943
"fragmented RBCs"	HP:0001981
"slight increase in direct bilirubin"	HP:0002908
"oval-shaped red blood cells"	HP:0004445
variation in RBC size	HP:0011273
"decrease in red blood cells"	HP:0020060
"decrease in hemoglobin concentration"	HP:0020062
"teardrop cells"	HP:0032563

34	
The proband was a 12-years-old girl presenting with chronic compensated hemolysis, Gilbert syndrome, and recurrent abdominal pain. The blood count showed: hemoglobin 13 g/dL, red blood cell counts 4.020.000/mm3, Mean Corpuscular Volume (MCV) 90.3 fL, Mean Content Hemoglobin (MCH) 32.1 pg, mean corpuscular hemoglobin concentration (MCHC) 38.3 g/dL, reticulocytosis, and indirect hyperbilirubinemia. The complete blood work-up is shown in Table 1. The ultrasound of the abdomen did not show gallstones, hepatomegaly and splenomegaly. The patient was a single-born from non-consanguineous Italian parents (Fig. 1a). The remote case history reported neonatal jaundice treated with phototherapy. The family anamnesis revealed that the father presented jaundice during his childhood, recurrent episodes of abdominal pain resolved after splenectomy (performed at the age of 23 years-old) and gallstones for which he had undergone a cholecystectomy. The paternal uncle also had gallbladder stones. To investigate the cause of hemolysis in our patient, laboratory investigations were carried out. The peripheral blood smear showed anisocytosis with the presence of red blood cells with specific shape: stomatocytes (5%), ovalocytes (4%), schistocytes (3%) and rare spherocytes (Fig. 1b). The direct antiglobulin test (DAT) was negative, thus excluding an autoimmune origin of the hemolysis. Structural hemoglobin alterations have also been excluded performing electrophoresis and molecular assessment of the genes encoding beta and alpha-globin chains. The activity of red blood cell metabolism enzymes (Hexokinase, Glucose-6-phosphate isomerase, 6-Phosphofruttochinase, Glyceraldehyde phosphate dehydrogenase, Phosphoglycerate kinase, Pyruvate kinase, Glucose 6 phosphate dehydrogenase, Adenylate 6-Phosphogluconate dehydrogenase kinase) was normal. The family history showed an autosomal dominant inheritance of the condition. To investigate the possible presence of a spherocytosis condition, the most frequent erythrocyte structural defect, a combination of tests was performed. First, the eosin-5′-maleimide binding test (EMA test), a cytometric analysis in which a fluoresceinated (eosin-5′-maleimide) substance binds to the plasma membrane proteins of red blood cells, mainly to the band 3 protein [1, 9]. The average fluorescence of RBCs with EMA staining in patients with spherocytosis is lower than that of control RBCs due to the decrease in the number of target proteins. In our case, this examination was in the normal range with a value of 12% (normal test value> 11%). The other complementary investigations carried out were the osmotic resistance tests such as the glycerol lysis test (AGLT50) and the Pink test. These tests were normal in our patient. Furthermore, quantitative analysis of membrane proteins was carried out using Sodium Dodecyl Sulphate-PolyAcrylamide Gel Electrophoresis (SDS-PAGE), and resulted not altered. We also performed the ektacytometry that evaluates the erythrocyte deformability by subjecting them to an increasing osmotic gradient with constant shear stress [12]. Ektacytometry showed a left shift of the osmolarity curve suggestive of DHS. In agreement with the clinical suspicion, genetic testing was carried out both in the patient and in the parents by a targeted-NGS custom panel composed of 86 causative genes of hereditary anemias. This panel is an updated version of a similar previously published one [15]. We found in both subjects the missense variant c.1815G > A, p.Met605Ile in PIEZO1 gene (NM_001142864, CCDS54058) in heterozygous state. According to the guidelines of American College of Medical Genetics and Genomics (ACMG), we evaluated the pathogenicity of this variant by gathering evidence from various sources: population data, computational and predictive data, functional data, and segregation data [16]. First, the variant segregated in the affected father (Fig. 1a). Currently, this variant is annotated neither in population databases nor in databases of known variant. Moreover, it is predicted by several tools as probably damaging (MutationTaster score 0.999 Disease causing; FATHMM Score − 1.59; LRT prediction Deleterious; PolyPhen2 score HumVar 0.968 Probably damaging; PROVEAN Score-2.95 Damaging).
reticulocytosis	HP:0001923
"schistocytes"	HP:0001981
"recurrent abdominal pain"	HP:0002574
"spherocytes"	HP:0004444
"ovalocytes"	HP:0004445
"stomatocytes"	HP:0004446
compensated hemolysis	HP:0004863
chronic hemolytic anemia	HP:0004870
neonatal jaundice	HP:0006579
indirect hyperbilirubinemia	HP:0008282
"anisocytosis"	HP:0011273

35	
A 39-year-old woman from Bam, Kerman, Iran with ovarian cancer was a candidate of blood transfusion due to anemia. She had a history of severe chronic hemolytic anemia, Hb levels as low as 5.5 g/dl with unknown etiology, and blood transfusion in her was followed by fever, chills, and hemolysis. Her blood was previously typed (back type method) as O, Rh (D) positive (CinnaGen Inc., Tehran, Iran) with incompatible crossmatch (3+ reaction) with all the blood units in hospital. Looking for compatible blood for this patient, her blood sample was referred to Kerman Blood Transfusion Center for identification of antibody. The results of antibody screening (Immucor, Norcross, GA, USA) direct Coombs test, and antibody identification (Immucor, Norcross, GA, USA) tests indicated the presence of allo- and auto-antibodies in patient’s serum, which were not reliable due to autoantibody interference. After a period of immunosuppressive therapy (4 months), the mentioned tests were repeated. Following a 3-cell antibody screening test, the presence of allo-antibodies in patient’s serum was detected. Antibody identification test was done using eleven panels of red cells to identify the type of antibody. 3+ reaction at the cells positive for Rh antigens (except for D) showed that specific antibodies for E, e, C, and c antigens were present. Based on RBC phenotyping test, the patient red cells were typed as D+, C-, c-, E-, e -, K-, Fya-, Fyb-, M+, N-, S+, s+, Jka+. All the above tests were performed in duplicate for confirmation of results. Patient’s family members were invited for phenotypic evaluation. It was found that her two brothers had the same red cell phenotype as the patient. Patient and family’s phenotypes and the most possible genotype of the individuals (according to phenotype and race) were shown in Table 1.
hemolysis	HP:0001878
anemia	HP:0001903
Fever	HP:0001945
"severe chronic hemolytic anemia"	HP:0004870
Chills	HP:0025143
"auto-antibody interference"	HP:0030057
fya antigen	HP:0032374
fyb antigen	HP:0032375
ovarian cancer	HP:0100615

36	
In September 2017, a 19-year-old girl, of Asian Indian ancestry, without any significant medical history, presented with high grade fever of 10 days duration, accompanied by malaise, anorexia and arthralgia. On third day of fever, she developed a reddish, pruritic rash over abdomen, back, forearm, palms and tips of fingers and front of thighs. Her mother also noted swelling on both sides of throat with reddening and watering of eyes without complaints of photophobia. The patient noted difficulty in swallowing both solids and liquids with pain in throat. After 5 days of onset of rash, she noted that it began to fade and that the skin ‘peeled off’. There was no history of headache, altered sensorium, rhinorrhoea, cough, pain abdomen, dysuria, yellowish discolouration of eyes or urine or bleeding manifestations. On examination, higher mental functions were intact and there were no meningeal signs. She was febrile with a high pulse rate (110 beats/min, regular) and normotensive. Respiratory rate was increased (24 breaths/min) and pallor was noted on general survey. Ocular examination was significant for the presence of bilateral conjunctival injection. There was periungual peeling of skin, with desquamated macular rash over front of torso and back, forearms and thighs (figure 1). Her tongue was fissured and erythematous with the presence of reddish-white spots over its dorsum (figure 2). No definite nail changes were noted. Palpation around neck revealed non-tender cervical lymphadenopathy of size 2 cm. Abdominal examination did not reveal any organomegaly. Breath sounds were equally heard on both sides of chest and cardiac examination was uneventful except for the presence of a loud first heart sound (S1).
fissured tongue 	HP:0000221
pallor	HP:0000980
skin rash	HP:0000988
pruritic rash	HP:0000989
"high grade fever"	HP:0001945
"difficulty in swallowing solids and liquids with pain in throat"	HP:0002015
"anorexia"	HP:0002039
Increased respiratory rate	HP:0002789
"arthralgia"	HP:0002829
watering of eyes	HP:0009926
"swelling on both sides of throat with reddening and watering of eyes"	HP:0011855
non-tender cervical lymphadenopathy	HP:0025289
reddening of eyes	HP:0025337
"bilateral conjunctival injection"	HP:0030953
reddish-white spots on tongue	HP:0031042
loud first heart sound	HP:0031660
pain in throat	HP:0033050
"malaise"	HP:0033834
erythematous tongue	HP:0034418
"desquamated macular rash over front of torso and back, forearms and thighs"	HP:0040186
"peeling off of skin after 5 days of onset of rash"	HP:0040189

37	
A 65-year-old man with a medical history of rheumatic fever in childhood reported thoracic pain while at work and collapsed. He died in the ambulance on the way to hospital due to ventricular fibrillation. After the few episodes of rheumatic fever with subsequent pancarditis in childhood, the patient suffered from recurrent arrhythmias throughout his life and received medical treatment including β blockers and diuretics in the past few years due to slowly progressive heart failure. At autopsy, the heart showed signs of rheumatic heart disease with left ventricular dilation, eccentric left ventricular hypertrophy, posteromedial papillary muscle hypertrophy, and thickening and fusion of the chordae tendineae of the mitral valve (figures 1 and 2; in comparison, a heart with regular chordae tendineae in figure 3). Chordae tendineae of the anterolateral papillary muscle measured up to 1.2 cm in length and 1.1 cm in diameter (figure 4); chordae tendineae of the posteromedial papillary muscle measured up to 2 cm in length and 6 mm in diameter. Histopathological analysis of the heart revealed extensive tendon fibrosis and sclerosis of the chordae tendineae without inflammation, small fibrous scars in the left and right ventricle and pericardial fibrosis, as evidence of prior myocarditis and pericarditis. At the time of death, no inflammatory infiltrates in atria, ventricles and heart valves were found.
rheumatic heart disease	HP:0001654
Ventricular fibrillation 	HP:0001663
Small fibrous scars in the left and right ventricle	HP:0001685
pericarditis 	HP:0001701
Eccentric left ventricular hypertrophy	HP:0001712
rheumatic fever	HP:0001945
Pericardial fibrosis	HP:0002563
Arrhythmias	HP:0011675
myocarditis	HP:0012819
papillary muscle hypertrophy	HP:0025445
Thickening and fusion of the chordae tendineae of the mitral valve	HP:0025523
Thoracic pain	HP:0100749
Left ventricular dilation	HP:4000141

38	
An 84-year-old man was admitted to our Department of Internal Medicine for exertional dyspnea. His medical history showed he had been diagnosed with hypertensive cardiomyopathy with heart failure a few years before admission and a permanent pacemaker had also been implanted after a syncope. During physical examination his general condition was discrete. The patient was alert, cooperative and eupneic at rest. His blood pressure was 115/60 mm Hg, pulse rate was 68 beats/min, and respiratory rate was 12 breaths/min. Oxygen saturation was 95% in room air. Cardiac tones were attenuated without murmurs, and basal crackles were present in both lungs. Laboratory tests showed raised troponin (0.056 ng/mL, vn <0.015) and NTproBNP (2627 pg/mL; vn <450) levels. ECG showed sinus rhythm, 1st degree A-V block and left ventricle hypertrophy. Chest X-ray was not significant. Echocardiography showed severe left ventricular concentric hypertrophy with sparkling myocardium, mildly reduced ejection fraction with severe diastolic dysfunction (restrictive pattern), biatrial dilatation and severe aortic stenosis (AVA 0.6 cm2, 0.38 cm2/m2) with a low transvalvular gradient due to the reduced stroke volume secondary to left ventricle hypertrophy (paradoxical ’low-flow low-gradient'). Dobutamine stress echocardiography was not performed. 
Heart failure	HP:0001635
Sparkling myocardium	HP:0001637
Hypertensive cardiomyopathy 	HP:0001639
aortic stenosis	HP:0001650
Left ventricle hypertrophy	HP:0001712
Exertional dyspnea 	HP:0002875
left ventricular concentric hypertrophy	HP:0005157
1st degree A-V block	HP:0011705
reduced ejection fraction	HP:0012663
diastolic dysfunction	HP:0025168
atrial dilatation	HP:0030718
bibasilar crackles	HP:0030830
Elevated NTproBNP 	HP:0031185
Attenuated cardiac tones 	HP:0031657
Raised troponin	HP:0410173

39	
A 22-year-old man presented to our clinic with exertional dyspnoea of New York Heart Association (NYHA) class-I for the past 6 months. He was born of a non-consanguineous marriage and was first in birth order. The second sibling died of congenital heart disease with heart failure (certified by a paediatrician) at the age of 1 month. However, other details were not available. The other siblings were surviving uneventfully so far. The patient had normal growth except for delay in mentation. He had poor scholastic performance as well. He had characteristic dysmorphic features, which included triangular facies, ptosis, epicanthal folds, low set ears, low hair line, webbed neck, widely spaced nipples and syndactyly of toes. His height (168 cm) was appropriate for his age. He had underdeveloped and undescended testes for which he underwent bilateral orchidectomy in childhood, but the secondary sexual characters developed normally. Genotyping showed normal male (XY) karyotype.
Undescended testes	HP:0000028
Epicanthal folds	HP:0000286
triangular facies	HP:0000325
Low-set ears	HP:0000369
Webbed neck	HP:0000465
Ptosis	HP:0000508
Poor scholastic performance	HP:0001249
cognitive delay	HP:0001263
Congenital heart disease	HP:0001627
Heart failure	HP:0001635
Syndactyly of toes	HP:0001770
Low hairline	HP:0002162
Exertional dyspnea	HP:0002875
Widely spaced nipples	HP:0006610
Underdeveloped testes	HP:0010468

40	
Case 1: a female newborn was delivered at 38 weeks’ gestation. Pregnancy and labour were uneventful. The newborn was evaluated on day 1 of life for asymptomatic sinus bradycardia observed in the nursery. ECG recording showed a prolonged QT interval (QTc of 555 ms) and was otherwise normal (figure 1). The newborn had a short period of supraventricular tachycardia during the first week of life with spontaneous resolution. Oral propranolol was initiated and titrated to 3 mg/kg/day. Otoacoustic emissions excluded neurosensorial deafness. Genetic testing revealed an heterozygous variant in the KCNH2 gene NM_000238.4: c.772C>T, p.(Pro241Leu) in exon 4 which has been reported in individuals with LQTS. First-degree relatives were asymptomatic and had normal QTc on ECG recording. Their genetic testing is underway.
Prolonged QT interval	HP:0001657
Sinus bradycardia	HP:0001688
Supraventricular tachycardia	HP:0004755

41	
Case 2: a male newborn was delivered at 33 weeks of gestation. Fetal bradycardia was identified during week 22 of gestation. On week 25 the fetus had a heart rate of 80 beats per minute with second-degree AV block. Regular monitoring of the fetus showed no signs of heart failure. He was born by caesarean section and birth weight was 1575 g. Heart rate was 120–145 beats per minute after birth. The newborn was admitted to the neonatal unit and ECG recordings documented prolonged QTc interval (550–650 ms) with 2:1 AV block and T wave alternans (figure 2). During the first month of life he remained in sinus rhythm with occasional ventricular extrasystolic beats. After the first month, he had recurrent episodes of non-sustained ventricular tachycardia (VT) and polymorphic VT (torsade de pointes type at 300 beats per minute) with short duration and spontaneous resolution. He was started on propranolol with gradual dose increase, but, due to a low heart rate while still having arrhythmic events, an epicardial pacemaker was implanted and programmed as VVI mode (ventricular demand pacing). Rescue HR of 70 beats per minute, allowed propranolol titration to 4 mg/kg/day and control of arrhythmias. Two heterozygous variants in SCN5A gene NM_198056.2: c.5315T>G, p.(Leuc1772Arg) and c.393–5C>T were identified by genetic testing. The first variant has not been reported in previous studies and is localised in a functional domain where several other variants causing LQTS have been described. The second variant is rare but has also been reported previously as a pathogenic variant in patients with arrhythmia. Parents were asymptomatic and had normal QTc on ECG recording. Despite proper information regarding disease severity, parents refused genetic testing and have missed several appointments.
small for gestational age	HP:0001518
premature birth	HP:0001622
bradycardia	HP:0001662
torsade de points	HP:0001664
Non-sustained ventricular tachycardia	HP:0004756
Prolonged QTc interval	HP:0005184
Ventricular extrasystolic beats	HP:0006682
arrythmia	HP:0011675
Second-degree AV block	HP:0011706
T wave alternans	HP:0012266
Polymorphic ventricular tachycardia	HP:0031677
2:1 AV block	HP:0034305

42	
A 45-year-old previously healthy man presented to our hospital with first episode of palpitations associated with dizziness. These symptoms were followed by severe central chest pain which prompted his visit to the emergency room. The patient denied any recent constitutional symptoms. He does not take any prescribed or over the counter medications. Review of systems, medical, surgical and family history was unremarkable. He was physically active, and works in a local grocery store. There is no history of tobacco, alcohol or illicit drug use. Physical examination in the emergency room revealed a well built man, in mild distress. Core body temperature was 38°C and respiratory rate 18 breaths/min. His blood pressure was 150/90 mm Hg and heart rate 90 bpm. His general physical, cardiac and rest of the clinical examination were normal. Baseline laboratory investigations including serum electrolytes, lipid profile, complete blood count, liver and kidney function tests were normal. His chest X-ray was unremarkable. Echocardiogram showed chambers with normal size and function. The pericardium, the valves and other cardiac structures were normal. Cardiac biomarkers followed a typical myocardial infarction pattern with rapid rise and fall of troponin I and creatine kinase (figure 1). Presentation troponin I and CK-MB of 0.72 and 12.2 mg/dL peaked at 9.3 and 50.6 mg/dL, respectively within 24 h prior to declining. Cardiac catheterisation showed angiographically normal coronaries.
hypertension 	HP:0000822
fever 	HP:0001945
Palpitations	HP:0001962
Dizziness	HP:0002321
Elevated creatine kinase	HP:0003236
Mild distress	HP:0033834
Myocardial infarction pattern on cardiac biomarkers	HP:0001658
severe central chest pain	HP:0100749
Elevated troponin I	HP:0410173

43	
Our patient is a woman in her 20s with a diagnosis of CPVT. This was diagnosed following a survived cardiac arrest at the age of 6, and she was found on genetic testing to possess the RYR2 mutation characteristic of CPVT1. She has a dual chamber implantable cardioverter defibrillator (ICD) in situ and has had appropriate shocks for episodes of ventricular tachycardia (VT) and ventricular fibrillation (VF; see figure 1). Her heart is structurally normal with good left ventricular function. Unfortunately, she has also been troubled with episodes of AF with high ventricular rates which are not only highly symptomatic (with presyncope and breathlessness) but have also led to inappropriate shocks, despite medical therapy including oral nadolol 120 mg once daily and oral flecainide 100 mg three times a day (see figure 2). 
Ventricular fibrillation	HP:0001663
Cardiac arrest	HP:0001695
Breathlessness	HP:0002094
episodic ventricular tachycardia	HP:0004751
High ventricular rates	HP:0004756
Atrial fibrillation	HP:0005110
Presyncope	HP:0031972

45	
A 3-year-old female child, born full term from uncomplicated pregnancy, was referred for persistent right lung volume loss with mediastinal shift towards right on chest X-ray. The parents reported that the child had experienced breathing difficulties from infancy. The patient often required albuterol via nebuliser for wheezing; she was also using inhaled fluticasone with little improvement in her symptoms. Neither parent smoked or described a family history of asthma or atopy. The patient had a respiratory infection secondary to influenza during infancy, but she did not require hospitalisation at that time. She was later admitted to the hospital when she was 2 years old for respiratory syncytial virus pneumonia and was found at that time to have right lung volume loss with mediastinal shift to the right on chest X-ray (figure 1). After recovery, the parents of the child noticed that the patient had increased frequency of dry coughing episodes. They also described respiratory distress on exertion with reduced exercise tolerance. A follow-up chest radiograph at the age of 3 years showed similar findings of right lung volume loss with mediastinal shift, which prompted the referral to pulmonology (figure 2). Prior to that, she had been evaluated at a different facility by a pulmonologist. The appearance of dextrocardia on imaging with a few episodes of otitis media had raised a concern for PCD. However, the work-up was not done for PCD as the patient was lost to follow-up. On presentation to the clinic, the patient had vital signs within normal limits and was in no respiratory distress. She had symmetric chest movement with good air exchange. No wheezing, rhonchi or rales were observed. Cardiovascular examination was normal. No clubbing, cyanosis or oedema was noted.
Episodes of otitis media	HP:0000403
Dextrocardia	HP:0001651
pneumonia	HP:0002090
Breathing difficulties	HP:0002098
Respiratory distress on exertion	HP:0002875
Reduced exercise tolerance	HP:0003546
respiratory infection	HP:0011947
Wheezing	HP:0030828
Dry coughing 	HP:0031246
lung volume loss	HP:0033169
Mediastinal shift 	HP:6000012

46	
On February 2013, a 24-year-old man was referred to the Outpatient clinic of Imam Khomeini Hospital of Tehran University of Medical Sciences, with a history of productive cough and rhinorrhea from 4 years ago. He also reported blood-streaked sputum during the last 5 days. The volume of the sputum was <50 ml per day. The patient also had low-grade fever, fatigue and sweating. He had undergone functional endoscopic sinus surgery for evaluation of the productive cough and rhinorrhea 2 years ago and bilateral paranasal sinusitis and polyps had been reported. He also had a history of hospital admission about 7 years ago for the evaluation of recurrent abdominal pain; familial Mediterranean fever (FMF) was considered as probable diagnosis and Colchicine was prescribed. He refused to use colchicine and the abdominal pain subsided spontaneously. A review of his previous medical documents revealed cyanosis at the time of birth, sepsis 20 days after that and seizure attacks when he was 2 weeks old. During infancy he underwent a gastro-esophageal reflux repair surgery. His growth and development, physical activities at home and at school, learning in school and other activities did not show any significant difference from his other peers. His parents were not relatives. All five of his siblings were healthy. Three of them were married with no history of infertility, and their children were also well. Physical examination revealed a pulse rate of 88/min with regular rhythm; blood pressure 110/70 mmHg; respiratory rate 18/min; oral temperature 37.8°C at the time of admission; weight 67 kg and height 171 cm. Coarse crackles were heard on lungs auscultation and the examination of heart and abdomen were normal. Examination for cyanosis, clubbing and edema were negative. Complete blood count revealed Hb of 14.1 g/dl, WBC 6400/µl and Plt of 322000/µl. Blood sugar, urea, creatinine, electrolytes and liver function tests were all within normal ranges. C-reactive protein of 152 mg/l (normal: 0–10), ESR: 50 mm/h. Sputum culture and sensitivity was negative, including for Ziehl Neelsen. RF, ANA, ANCA, anti-dsDNA, HBsAg, HCV Ab and HIV Ab were all negative. Serum immunoelectrophoresis was normal. Semen analysis showed azoospermia. Urine analysis was normal. ECG and ultrasonography of the abdomen were normal. Spirometry revealed a mild obstructive pattern. On chest X-ray, bilateral peribronchial thickening and suspicious bronchiectatic changes were evident. A high-resolution computed tomography (HRCT) scan of the thorax revealed a bilateral scattered tree in bud pattern, peribronchial thickening and some bronchiectatic changes in the apex and middle zones (Fig. 1).
Azoospermia	HP:0000027
Bilateral paranasal sinusitis	HP:0000246
Sweating	HP:0000975
Seizure attacks in infancy	HP:0001250
gastro-esophageal reflux	HP:0002020
Blood-streaked sputum	HP:0002105
Bronchiectasus	HP:0002110
Recurrent abdominal pain	HP:0002574
Elevated erythrocyte sedimentation rate	HP:0003565
Mild obstructive pattern on spirometry	HP:0006536
Low-grade fever	HP:0011134
Elevated C-reactive protein	HP:0011227
Fatigue	HP:0012378
Coarse crackles on lung auscultation	HP:0030830
Productive cough	HP:0031245
Rhinorrhea	HP:0031417
Tree in bud pattern on HRCT scan	HP:0032174
Bilateral peribronchial thickening on chest X-ray	HP:0033542
Cyanosis at birth	HP:0034032
Bilateral nasal polyps	HP:0100582
Sepsis in infancy	HP:0100806

47	
A 38-year-old woman was referred to rapid access lung cancer clinic owing to recurrent lower respiratory tract infections and weight loss of greater than a stone over the past 6 months. Of note, she was a smoker of 20-pack year. There was no history of recent travel. Her background history was non-contributory. She was not on any medication. On examination, she looked cachectic and her weight was around 48.3 kg. Her vitals were normal. There was no evidence of clubbing, lymphadenopathy or hepatosplenomegaly. Chest was clear on auscultation with reduced air-entry bilaterally. Blood tests were normal, including inflammatory markers. Chest x-ray (CXR) (figure 1) on admission showed multifocal infiltrates throughout both lungs. This suggested either a peribronchial or endobronchial pattern of disease, or tuberculosis (TB), both of which needed to be excluded. No osseous involvement was seen on skeletal radiograph. The patient tested negative for both antineutrophil cytoplasmic antibody and HIV. The patient then underwent CT of chest, which showed that both lungs were diffusely abnormal. CT brain was normal. There were ill-defined pulmonary nodules measuring 8 mm with small cavitating lung lesions (figure 2).
Significant weight loss	HP:0001824
pulmonary infiltrates	HP:0002113
Recurrent lower respiratory tract infections	HP:0002783
Cachexia	HP:0004326
reduced max inspiration	HP:0012496
History of smoking	HP:0032500
Pulmonary nodules	HP:0033608
Cavitating lung lesions	HP:0034015

48	
A 37-year-old female patient initially presented to the emergency department with a history of central pleuritic chest pain and acute onset of shortness of breath. She had also been experiencing coryzal symptoms and was expectorating some white sputum. All her observations were stable, her oxygen saturations were 100% and she had no fever. A full examination did not reveal any focal abnormalities. She was treated at that time for a chest infection. Of note she had a medical history of an atrial-septal defect repair 12 years previously. As part of her investigations for infertility she had been found to have polycystic ovaries. Two years prior to her presentation she had been treated for a skin tag near to her nipple, which was thought be a papilloma. There was no history of exposure to pneumotoxins and she was a life-long non-smoker. She was originally born in Pakistan but had lived in the UK from the age of 2 years. A travel history demonstrated occasional visits to Pakistan. Her family history only revealed her father and sister to have asthma.
Polycystic ovaries	HP:0000147
infertility	HP:0000789
atrial-septal defect	HP:0001631
Acute onset of shortness of breath	HP:0002094
skin tag	HP:0010609
Papilloma on the skin near the nipple	HP:0012740
White sputum production	HP:0032016
Central pleuritic chest pain	HP:0033771

49	
A 62-year-old Caucasian man was admitted in November 2011 with increasing shortness of breath. He had first started feeling unwell about 3–4 weeks prior to his admission with flu-like symptoms and shortness of breath. He was given ciprofloxacin for a chest infection with no relief. He was previously fit and well with no allergies and had never smoked. He worked as a welder and some weeks prior to his illness had started work at a biofuel processing plant dealing with waste products from a brewery but had never worked with asbestos. He denied ever having tuberculosis (TB) or being significantly exposed to birds. His brother required a ‘triple heart bypass’ in his early 30s but there was otherwise no family history of note. On admission he looked well and was sat upright and speaking comfortably. Routine observations revealed a heart rate of 90 bpm, blood pressure 136/86 mm Hg, respiratory rate of 22 breaths/min, a temperature of 37°C and oxygen saturations were 93% on air. On examination there was no clubbing or signs of cyanosis and chest auscultation was clear. Jugular venous pulsations were not raised but cardiac auscultation revealed a pansystolic murmur loudest over the apex. There were no signs of peripheral oedema.
Increasing shortness of breath	HP:0002094
Elevated respiratory rate	HP:0002789
chest infection	HP:0011947
Pansystolic murmur loudest over the apex	HP:0031667
Low oxygen saturation	HP:0500165

50	
